"_id_", "id_", "type_", "parentContext_", "parentId_", "context_", "property_", "dataModel_", "repoName_", "modelTags_", "license_", "schemaVersion_", "dataType_", "description_"
"6557985a8f4f3ce5fd4e87df", "https://smartdatamodels.org/dataModel.Hl7/Account/_valueDate/extension#0.0.1", "Attribute", "https://smartdatamodels.org/dataModel.Hl7/_valueDate", "https://smartdatamodels.org/dataModel.Hl7/Account/_valueDate#0.0.1", "https://smartdatamodels.org/dataModel.Hl7/extension", "extension", "Account", "dataModel.Hl7", "HL7", "https://github.com/smart-data-models/dataModel.Hl7/blob/master/Account/LICENSE.md", "0.0.1", "array", "May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension"
