"id_", "type_", "_id__type_", "_id__value_", "parentContext__type_", "parentContext__value_", "parentId__type_", "parentId__value_", "context__type_", "context__value_", "property__type_", "property__value_", "dataModel__type_", "dataModel__value_", "repoName__type_", "repoName__value_", "modelTags__type_", "modelTags__value_", "license__type_", "license__value_", "schemaVersion__type_", "schemaVersion__value_", "dataType__type_", "dataType__value_", "description__type_", "description__value_"
"https://smartdatamodels.org/dataModel.Hl7/Account/_valueDate/extension#0.0.1", "Attribute", "Text", "6557985a8f4f3ce5fd4e87df", "Text", "https://smartdatamodels.org/dataModel.Hl7/_valueDate", "Text", "https://smartdatamodels.org/dataModel.Hl7/Account/_valueDate#0.0.1", "Text", "https://smartdatamodels.org/dataModel.Hl7/extension", "Text", "extension", "Text", "Account", "Text", "dataModel.Hl7", "Text", "HL7", "Text", "https://github.com/smart-data-models/dataModel.Hl7/blob/master/Account/LICENSE.md", "Text", "0.0.1", "Text", "array", "Text", "May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension"
